"","cct","Esp","Mat","NEsp","NMat","PromedioGeneral"
"16158","17PES0106O",504.394080946181,490.691056767216,23,23,497.542568856698
"16159","17PES0113Y",443.004679324717,512.121839161408,62,62,477.563259243063
"16160","17PES0142T",554.706367492676,640.833938598633,16,16,597.770153045655
"16161","17PES0165D",551.582273541075,594.79312998625,98,98,573.187701763663
"16162","17PES0167B",473.20011855278,472.121344212744,36,36,472.660731382762
"16163","17DST0005D",484.132056117261,549.418498101324,692,692,516.775277109292
"16164","17DST0015K",478.428915401135,481.625936979376,221,221,480.027426190255
"16165","17DST0030C",441.355634076339,459.378170787298,1195,1195,450.366902431819
"16166","17DST0034Z",462.291777278032,468.728626850452,415,415,465.510202064242
"16167","17DST0042H",472.478339022589,520.25932315454,326,326,496.368831088564
"16168","17DST0048B",494.67487679197,523.414229237871,777,777,509.044553014921
"16169","17DST0051P",670.587306420996,645.768420065254,265,265,658.177863243125
"16170","17DTV0002U",538.432508976286,611.286636709389,138,138,574.859572842837
"16171","17DTV0005R",490.921056321258,525.322921165517,289,289,508.121988743387
"16172","17DTV0009N",495.327286576038,531.200728675505,262,262,513.264007625771
"16173","17DTV0015Y",487.782259540859,533.841178821876,240,240,510.811719181367
"16174","17DTV0019U",439.982279845436,460.610647268463,52,52,450.29646355695
"16175","17DTV0027C",435.842332062392,498.763595230532,255,255,467.302963646462
"16176","17DTV0031P",484.796087494017,509.982592666181,142,142,497.389340080099
"16177","17DTV0045S",490.104938002879,564.12056900912,137,137,527.112753506
"16178","17DTV0046R",469.094999049946,515.774649845389,74,74,492.434824447668
"16179","17DTV0052B",543.645650473897,577.191711279311,121,121,560.418680876604
"16180","17DTV0054Z",531.409694553893,651.460402745376,73,73,591.435048649634
"16181","17DTV0058W",441.486931197799,472.279842437964,133,133,456.883386817882
"16182","17DTV0061J",527.940235101083,587.451082496827,59,59,557.695658798955
"16183","17DTV0064G",474.526994493273,503.155759423411,41,41,488.841376958342
"16184","17DTV0065F",650.833405267625,678.264435153537,53,53,664.548920210581
"16185","17DTV0066E",429.802145461349,476.88543499096,114,114,453.343790226155
"16186","17DTV0067D",450.683359027854,500.20171985658,131,131,475.442539442217
"16187","17DTV0072P",568.520341129027,635.184180690378,80,80,601.852260909702
"16188","17DTV0075M",589.261040854872,676.520063935665,108,108,632.890552395269
"16189","17DTV0094A",444.236547934314,485.018879604677,203,203,464.627713769495
"16190","17DTV0095Z",429.182144528344,532.593577975319,23,23,480.887861251832
"16191","17DTV0100V",458.778235294498,469.35402513938,56,56,464.066130216939
"16192","17DTV0109M",446.993720310186,477.863425702719,66,66,462.428573006452
"16193","17DTV0110B",541.658460784114,580.552196592443,110,110,561.105328688279
"16194","17DTV0111A",473.50299510941,493.97565237192,180,180,483.739323740665
"16195","17DTV0113Z",394.281280055191,431.758020266138,27,27,413.019650160664
"16196","17DTV0122G",463.934632364909,585.441606140137,17,17,524.688119252523
"16197","17DTV0123F",461.61695883978,519.924152163551,69,69,490.770555501666
"16198","17DTV0124E",473.678330813505,535.341397538233,171,171,504.509864175869
"16199","17DTV0144S",533.850569443476,595.125669933501,25,25,564.488119688488
"16200","17DTV0145R",578.730087534587,626.509797668457,42,42,602.619942601522
"16201","17DTV0152A",551.043374197824,685.580909607902,19,19,618.312141902863
"16202","17DES0001P",510.91513377034,521.688821681732,1223,1223,516.301977726036
"16203","17DES0011W",435.657241649542,458.275319123666,1292,1292,446.966280386604
"16204","17DES0015S",452.220576057146,470.709242896331,918,918,461.464909476739
"16205","17DES0017Q",470.355595742142,482.841416906354,1433,1433,476.598506324248
"16206","17DES0024Z",434.543049824045,467.223359480216,1384,1384,450.883204652131
"16207","17DES0026Y",496.281716445901,526.633273519401,1372,1372,511.457494982651
"16208","17DES0028W",473.181890531589,484.903931536393,714,714,479.042911033991
"16209","17DES0030K",456.500552052066,461.922310425242,363,363,459.211431238654
"16210","17DES0033H",497.464808134394,526.52383649288,516,516,511.994322313637
"16211","17DES0037D",467.655546515444,484.145794732701,832,832,475.900670624073
"16212","17DES0040R",448.02049649607,458.289576771623,668,668,453.155036633847
"16213","17DES0041Q",429.289267225926,451.622372201695,1196,1196,440.45581971381
"16214","17DES0044N",420.324071256146,477.240371816901,602,602,448.782221536523
"16215","17DES0045M",480.089580190185,500.333201281691,485,485,490.211390735938
"16216","17DES0049I",439.295984354343,495.248367695038,317,317,467.27217602469
"16217","17DES0053V",438.386291504634,446.895480288242,394,394,442.640885896438
"16218","17DES0056S",469.042098990039,489.294400205303,957,957,479.168249597671
"16219","17DES0058Q",446.666223806603,457.573176608151,196,196,452.119700207377
"16220","17DES0059P",143.492789035373,144.018240356445,30,30,143.755514695909
"16221","17DES0060E",503.208585477115,518.658612903351,401,401,510.933599190233
"16222","17DES0582L",461.205384414118,462.979654195455,566,566,462.092519304786
"16223","17DSN0001X",395.206853158569,409.887319649795,72,72,402.547086404182
"16224","17PES0002T",542.410391580491,584.942107336862,46,46,563.676249458676
"16225","17PES0003S",558.368539560045,556.835388464135,91,91,557.60196401209
"16226","17PES0006P",668.509640842014,852.046933887623,26,26,760.278287364819
"16227","17PES0007O",589.45539873346,610.673288452206,89,89,600.064343592833
"16228","17PES0008N",453.765286664483,480.543425447232,196,196,467.154356055858
"16229","17PES0009M",534.225339077063,547.531236615097,59,59,540.87828784608
"16230","17PES0010B",540.190835425967,519.792238808284,67,67,529.991537117126
"16231","17PES0011A",575.344783034148,583.491548086096,49,49,579.418165560122
"16232","17PES0012Z",565.187304261684,607.074908478329,153,153,586.131106370006
"16233","17PES0013Z",485.165673149957,479.277800383391,21,21,482.221736766674
"16234","17PES0015X",610.946565927667,624.790702869668,133,133,617.868634398668
"16235","17PES0016W",630.089179410211,669.265271850615,119,119,649.677225630413
"16236","17PES0017V",534.518029291906,519.44771010431,141,141,526.982869698108
"16237","17PES0019T",613.754185441224,656.647775107936,49,49,635.20098027458
"16238","17PES0022G",411.12424214681,422.573039415148,26,26,416.848640780979
"16239","17PES0023F",506.762532933909,520.241817455131,135,135,513.50217519452
"16240","17PES0024E",556.268588778104,588.154138713785,44,44,572.211363745944
"16241","17PES0025D",663.821594380429,710.026413751576,271,271,686.924004066002
"16242","17PES0026C",447.025203104755,439.346600697585,77,77,443.18590190117
"16243","17PES0027B",520.531311610546,529.422378311034,207,207,524.97684496079
"16244","17PES0032N",573.607000237812,635.232961707113,166,166,604.419980972463
"16245","17PES0034L",555.634104477413,524.400741141183,57,57,540.017422809298
"16246","17PES0035K",635.214850963246,621.240382814614,35,35,628.22761688893
"16247","17PES0037I",598.057342216048,626.256375861597,64,64,612.156859038823
"16248","17PES0039G",526.662577141656,523.141192118327,46,46,524.901884629992
"16249","17PES0041V",437.100230731927,432.293739559776,52,52,434.696985145851
"16250","17PES0045R",471.690072708901,474.577634067728,36,36,473.133853388314
"16251","17PES0046Q",672.404231123491,754.425358216771,126,126,713.414794670131
"16252","17PES0048O",371.73830168175,401.569160885281,44,44,386.653731283516
"16253","17PES0050C",607.738399746078,618.327949252633,241,241,613.033174499355
"16254","17PES0051B",544.580015651091,537.686160970617,79,79,541.133088310854
"16255","17PES0052A",502.222606859964,516.713191189236,105,105,509.4678990246
"16256","17PES0053Z",608.565578516464,645.882407807467,47,47,627.223993161965
"16257","17PES0054Z",557.572479487688,554.368943809444,88,88,555.970711648566
"16258","17PES0057W",508.291103432395,510.363421769576,53,53,509.327262600985
"16259","17PES0059U",402.824304187871,415.456489736566,98,98,409.140396962219
"16260","17PES0060J",479.690320518534,498.090193152049,38,38,488.890256835291
"16261","17PES0063G",582.684660838479,575.942417696685,62,62,579.313539267582
"16262","17PES0065E",619.965965873094,653.355590127228,177,177,636.660778000161
"16263","17PES0066D",491.940835571289,415.117369588216,9,9,453.529102579752
"16264","17PES0067C",498.02646223704,537.533075968424,40,40,517.779769102732
"16265","17PES0068B",482.008118068391,608.499639102197,188,188,545.253878585294
"16266","17PES0069A",573.417381993964,533.849271737136,86,86,553.63332686555
"16267","17PES0070Q",570.912439346313,570.208350923326,44,44,570.560395134819
"16268","17PES0072O",566.306672290925,541.901168621689,56,56,554.103920456307
"16269","17PES0074M",448.291207380802,500.162388397069,67,67,474.226797888935
"16270","17PES0075L",520.731224697117,539.987911529439,70,70,530.359568113278
"16271","17PES0076K",477.370557088701,484.063389207951,24,24,480.716973148326
"16272","17PES0078I",501.638087356046,518.344329962948,188,188,509.991208659497
"16273","17PES0080X",613.039476860894,577.108286539714,9,9,595.073881700304
"16274","17PES0083U",493.023751520228,522.410078839902,40,40,507.716915180065
"16275","17PES0088P",578.263570722316,607.678327550758,170,170,592.970949136537
"16276","17PES0089O",507.08611237769,520.690340636343,51,51,513.888226507016
"16277","17PES0091C",552.296110930266,585.786157678675,23,23,569.04113430447
"16278","17PES0093A",433.378394184415,480.194595143152,23,23,456.786494663784
"16279","17PES0095Z",427.54020107954,441.911155400725,35,35,434.725678240133
"16280","17PES0096Y",432.63764483134,429.855394787259,51,51,431.2465198093
"16281","17PES0097X",528.120708808697,523.256682945938,50,50,525.688695877318
"16282","17PES0099V",569.76918138476,568.305464533264,110,110,569.037322959012
"16283","17PES0100U",491.687696668837,548.513680352105,6,6,520.100688510471
"16284","17PES0101T",584.767190236894,570.00219952114,102,102,577.384694879017
"16285","17PES0103R",530.777320136216,543.942909001972,89,89,537.360114569094
"16286","17PES0105P",610.309052935912,647.707138909765,81,81,629.008095922838
"16287","17PES0108M",486.221924121113,493.806713157455,84,84,490.014318639284
"16288","17PES0110A",527.982700378321,537.421342864941,79,79,532.702021621631
"16289","17PES0112Z",453.23323002738,433.780562578593,72,72,443.506896302986
"16290","17PES0115W",535.947221143305,584.720539065118,59,59,560.333880104212
"16291","17PES0123E",603.218219220197,597.756604229962,30,30,600.487411725079
"16292","17PES0124D",642.898716566298,707.706770324707,69,69,675.302743445503
"16293","17PES0127A",631.966604345633,705.592107894479,91,91,668.779356120056
"16294","17PES0128Z",548.147744770685,577.732651236886,179,179,562.940198003786
"16295","17PES0129Z",467.564254954505,456.859841143896,18,18,462.2120480492
"16296","17PES0132M",556.657285934162,593.341044210459,81,81,574.99916507231
"16297","17PES0133L",523.857990645189,538.390291491254,123,123,531.124141068221
"16298","17PES0134K",447.051003686313,463.067349983554,81,81,455.059176834934
"16299","17PES0137H",512.01259749975,512.126543172201,36,36,512.069570335975
"16300","17PES0138G",481.507390824575,475.754797072638,15,15,478.631093948606
"16301","17PES0139F",564.24156770252,585.944771902902,16,16,575.093169802711
"16302","17PES0140V",532.469957493746,574.133338238876,39,39,553.301647866311
"16303","17PES0141U",556.194035565412,602.547434771502,22,22,579.370735168457
"16304","17PES0143S",536.699228357386,573.185793841327,23,23,554.942511099357
"16305","17PES0144R",423.058837819488,462.837681651235,42,42,442.948259735361
"16306","17PES0146P",500.189093695747,527.526954166473,17,17,513.85802393111
"16307","17PES0147O",487.703141985442,496.862113783095,50,50,492.282627884269
"16308","17PES0150B",463.114929199219,495.028913952055,13,13,479.071921575637
"16309","17PES0151A",349.992786225818,360.407400948661,14,14,355.20009358724
"16310","17PES0160I",504.011252900474,530.17389670063,27,27,517.092574800552
"16311","17PES0161H",351.929781878436,384.751450150101,15,15,368.340616014269
"16312","17PES0162G",481.716544296713,512.97624019315,97,97,497.346392244932
"16313","17PST0001M",512.524360161743,506.526766848559,106,106,509.525563505151
"16314","17PST0004J",406.302936770026,425.144347632081,68,68,415.723642201054
"16315","17PST0005I",488.479880257258,499.869559272887,43,43,494.174719765072
"16316","17DST0001H",485.361117108996,500.369287555416,510,510,492.865202332206
"16317","17DST0003F",478.729856913625,514.361339973396,310,310,496.54559844351
"16318","17DST0004E",417.936218263604,443.241475149468,1083,1083,430.588846706536
"16319","17DST0014L",434.668742237447,448.915740606446,620,620,441.792241421947
"16320","17DST0016J",455.470123580008,520.013141487125,212,212,487.741632533567
"16321","17DST0018H",467.79673331838,472.25085623975,1124,1124,470.023794779065
"16322","17DST0023T",414.325006102643,429.749554723862,574,574,422.037280413252
"16323","17DST0028O",574.093141964341,603.079714366342,968,968,588.586428165342
"16324","17DST0029N",489.576471534008,495.388626734929,1572,1572,492.482549134469
"16325","17DST0033Z",471.296719307333,481.121510572741,1099,1099,476.209114940037
"16326","17DST0037W",399.890019031549,410.540140278037,516,516,405.215079654793
"16327","17DST0038V",454.667816913574,471.306955641073,615,615,462.987386277323
"16328","17DST0040J",465.430477980046,489.850297485951,583,583,477.640387732999
"16329","17DST0044F",405.993110567536,423.5027840539,293,293,414.747947310718
"16330","17DST0047C",473.0103582524,489.887417225708,1078,1078,481.448887739054
"16331","17DST0049A",395.221056698933,431.585963085321,685,685,413.403509892127
"16332","17DST0050Q",472.025329619518,480.651634969923,462,462,476.338482294721
"16333","17DST0052O",491.587980000439,514.612237097672,278,278,503.100108549056
"16334","17DTV0006Q",461.302801101292,552.51626156538,149,149,506.909531333336
"16335","17DTV0007P",441.596874217794,485.247386615552,168,168,463.422130416673
"16336","17DTV0016X",421.360511406264,458.210959010754,110,110,439.785735208509
"16337","17DTV0026D",437.790857014246,469.183417882746,54,54,453.487137448496
"16338","17DTV0029A",539.080731927781,569.590479569208,32,32,554.335605748495
"16339","17DTV0035L",472.384523040632,496.343757665883,236,236,484.364140353258
"16340","17DTV0051C",457.101455207344,483.185615080912,99,99,470.143535144128
"16341","17DTV0053A",484.677169728025,591.646672047928,206,206,538.161920887977
"16342","17DTV0062I",515.185529610858,556.664638823465,45,45,535.925084217161
"16343","17DTV0081X",497.272455062118,584.550681222654,228,228,540.911568142386
"16344","17DTV0083V",505.27488595468,534.942767067561,50,50,520.10882651112
"16345","17DTV0125D",397.095229277206,448.057688130602,53,53,422.576458703904
"16346","17DTV0126C",408.678325488425,428.826817532075,101,101,418.75257151025
"16347","17DTV0127B",451.08192407902,483.086484130072,118,118,467.084204104546
"16348","17DTV0148O",576.020571131294,689.19625792097,138,138,632.608414526132
"16349","17DTV0155Y",441.910372900584,447.659725794716,73,73,444.78504934765
"16350","17DTV0156X",373.121035046048,392.983740700616,52,52,383.052387873332
"16351","17DES0004M",432.263041544855,449.638771875369,1216,1216,440.950906710112
"16352","17DES0007J",429.743014643742,456.526280384347,716,716,443.134647514045
"16353","17DES0016R",439.916450840938,450.071471246505,596,596,444.993961043721
"16354","17DES0019O",452.790092753357,467.907122646554,911,911,460.348607699955
"16355","17DES0031J",453.246946810936,510.79342473414,456,456,482.020185772538
"16356","17DES0050Y",418.174078437731,455.722280316248,608,608,436.94817937699
"16357","17DES0583K",426.586978193142,433.417180574857,172,172,430.002079384
"16358","17PES0018U",543.170565291328,555.7016468741,59,59,549.436106082714
"16359","17PES0086R",548.974866899763,607.152569899786,73,73,578.063718399775
"16360","17PES0090D",490.956544365018,524.557341604343,100,100,507.756942984681
"16361","17PES0094Z",542.056649600758,529.309052548021,51,51,535.682851074389
"16362","17PES0154Y",198.683217366536,177.342371622721,2,2,188.012794494629
"16363","17PST0003K",517.913727018568,519.084109477508,41,41,518.498918248038
"16364","17DST0002G",450.183962201229,491.323156687207,838,838,470.753559444218
"16365","17DST0013M",418.237838304308,430.268193328093,226,226,424.253015816201
"16366","17DST0017I",430.050529233374,428.14133137019,76,76,429.095930301782
"16367","17DST0035Y",449.093172794474,464.385113894584,540,540,456.739143344529
"16368","17DST0043G",491.462843828113,491.497830091836,147,147,491.480336959975
"16369","17DTV0011B",431.441637707995,465.832135089032,36,36,448.636886398514
"16370","17DTV0018V",448.024754699849,518.560929507809,44,44,483.292842103829
"16371","17DTV0021I",434.306839451539,430.25132811084,50,50,432.27908378119
"16372","17DTV0022H",450.488554878966,494.979964561721,109,109,472.734259720344
"16373","17DTV0023G",412.390012752976,465.32306308939,127,127,438.856537921183
"16374","17DTV0028B",417.879293217735,459.848691110762,49,49,438.863992164248
"16375","17DTV0039H",473.638101609122,512.515514693705,148,148,493.076808151414
"16376","17DTV0043U",466.819981359379,483.758538412881,74,74,475.28925988613
"16377","17DTV0049O",524.872150675456,610.162245028627,37,37,567.517197852042
"16378","17DTV0050D",398.494497087825,416.695033724984,81,81,407.594765406404
"16379","17DTV0068C",569.489688610904,615.474697375424,20,20,592.482192993164
"16380","17DTV0073O",455.969237676633,461.653937329394,42,42,458.811587503013
"16381","17DTV0074N",424.454236194313,452.185802444486,68,68,438.3200193194
"16382","17DTV0076L",623.267619233455,586.544000923777,47,47,604.905810078616
"16383","17DTV0080Y",454.399273930967,481.04784076737,58,58,467.723557349169
"16384","17DTV0087R",408.362528123397,433.341096173285,47,47,420.851812148341
"16385","17DTV0088Q",449.897059585109,470.225395988696,37,37,460.061227786902
"16386","17DTV0091D",397.230641776098,418.749907087203,26,26,407.990274431651
"16387","17DTV0092C",587.658913845486,711.147963121202,26,26,649.403438483344
"16388","17DTV0093B",447.045878734012,490.530407664624,160,160,468.788143199318
"16389","17DTV0097Y",428.31521428012,452.433056612124,97,97,440.374135446122
"16390","17DTV0099W",562.440268622504,586.987609298141,21,21,574.713938960323
"16391","17DTV0102T",449.314546534624,486.366236429366,24,24,467.840391481995
"16392","17DTV0106P",637.076862389545,752.969193287385,32,32,695.023027838465
"16393","17DTV0107O",405.794820763467,455.01757139446,48,48,430.406196078963
"16394","17DTV0118U",406.657798098279,413.44235506099,41,41,410.050076579634
"16395","17DTV0129Z",628.888521999783,619.528035481771,13,13,624.208278740777
"16396","17DTV0134L",406.165231627097,415.973800725235,23,23,411.069516176166
"16397","17DTV0135K",462.463488260905,517.534422810872,11,11,489.998955535889
"16398","17DTV0154Z",599.151925828722,719.390899319119,25,25,659.271412573921
"16399","17DTV0158V",452.948649851481,475.33642338344,25,25,464.14253661746
"16400","17DES0010X",475.261644141217,501.776790941681,682,682,488.519217541449
"16401","17DES0020D",464.595291599816,529.855367631541,674,674,497.225329615678
"16402","17DES0039B",501.461563599735,548.829866075259,400,400,525.145714837497
"16403","17DES0046L",493.26929631144,508.20951590973,575,575,500.739406110585
"16404","17DES0051X",467.315403996869,480.579477694927,167,167,473.947440845898
"16405","17DES0052W",434.939521994886,502.137535719284,236,236,468.538528857085
"16406","17DES0057R",444.58963217239,463.865793009509,138,138,454.22771259095
"16407","17DST0010P",464.088658530134,468.099450648391,309,309,466.094054589262
"16408","17DST0012N",466.239928270379,498.41616451722,163,163,482.328046393799
"16409","17DST0036X",587.245851354455,508.705057569016,268,268,547.975454461735
"16410","17DTV0001V",504.226495009805,556.941847627847,232,232,530.584171318826
"16411","17DTV0013Z",456.61687722146,512.297667973149,97,97,484.457272597304
"16412","17DTV0014Z",473.061406816755,518.721425455083,64,64,495.891416135919
"16413","17DTV0025E",439.786690791888,549.211907029601,145,145,494.499298910745
"16414","17DTV0032O",529.131219421198,560.400682968936,104,104,544.765951195067
"16415","17DTV0036K",608.611255141587,706.348482116342,196,196,657.479868628964
"16416","17DTV0037J",490.452498192024,545.21115880226,114,114,517.831828497142
"16417","17DTV0042V",527.395268099258,572.503407640664,159,159,549.949337869961
"16418","17DTV0060K",572.597091264484,635.77686031566,41,41,604.186975790072
"16419","17DTV0070R",476.526971636029,533.792725564941,101,101,505.159848600485
"16420","17DTV0078J",449.468727219755,488.302674100677,68,68,468.885700660216
"16421","17DTV0082W",558.707893958458,699.740628634908,39,39,629.224261296683
"16422","17DTV0089P",480.771143878799,529.897241803796,155,155,505.334192841298
"16423","17DTV0101U",513.879655476164,563.080307442264,121,121,538.479981459214
"16424","17DTV0104R",499.668898539366,562.62197114437,225,225,531.145434841868
"16425","17DTV0108N",447.541476461622,547.627628326416,30,30,497.584552394019
"16426","17DTV0115X",545.934229519591,648.122723765894,176,176,597.028476642742
"16427","17DTV0120I",498.7270138402,525.902489397967,69,69,512.314751619083
"16428","17DTV0133M",500.035508369183,656.287936586829,54,54,578.161722478006
"16429","17DTV0146Q",467.011076914239,498.010285114271,43,43,482.510681014255
"16430","17PTV0001Z",609.057613905463,656.537597547445,216,216,632.797605726454
"16431","17PTV0003Y",588.239602112712,639.973534250355,225,225,614.106568181533
"16432","17DES0012V",479.685247166021,504.243602494276,578,578,491.964424830148
"16433","17DES0032I",445.599622218091,453.530762296118,297,297,449.565192257105
"16434","17DES0055T",469.603178151373,506.002431338848,228,228,487.802804745111
"16435","17DST0020W",468.912402553788,477.291723507372,351,351,473.10206303058
"16436","17DTV0003T",440.299030923436,480.748312606884,92,92,460.52367176516
"16437","17DTV0017W",485.434403373523,549.055887592022,76,76,517.245145482773
"16438","17DTV0047Q",440.11131673381,453.445636475833,70,70,446.778476604821
"16439","17DTV0055Z",539.236349834462,623.037517992992,112,112,581.136933913727
"16440","17DTV0147P",461.050423534074,520.133973428995,204,204,490.592198481535
"16441","17DES0005L",466.015440806829,496.253412034707,808,808,481.134426420768
"16442","17DES0006K",420.533244623766,434.472500084102,889,889,427.502872353934
"16443","17DES0021C",452.251282873689,469.078053158183,326,326,460.664668015936
"16444","17DES0023A",438.57363562501,453.157061293619,408,408,445.865348459315
"16445","17DES0035F",442.520530754333,472.862288357942,216,216,457.691409556138
"16446","17DES0036E",393.316524682827,423.4085982365,911,911,408.362561459663
"16447","17DES0585I",415.890640358366,422.399200418111,567,567,419.144920388238
"16448","17PES0033M",514.789402278206,496.638237310649,114,114,505.713819794428
"16449","17PES0036J",530.433986317028,603.918979296272,79,79,567.17648280665
"16450","17PES0047P",513.988973275209,603.840594504779,35,35,558.914783889994
"16451","17PES0085S",531.290527258979,532.332098473443,19,19,531.811312866211
"16452","17PES0111Z",450.880077616374,472.249420819964,58,58,461.564749218169
"16453","17PES0120H",494.029731810327,522.726289681827,47,47,508.378010746077
"16454","17PES0125C",532.421320543791,573.577311823918,47,47,552.999316183854
"16455","17PES0159T",570.207433403863,550.483793809679,13,13,560.345613606771
"16456","17PES0168A",452.698933919271,416.57612101237,3,3,434.63752746582
"16457","17DST0006C",465.612158024406,511.284609350038,341,341,488.448383687222
"16458","17DST0007B",447.137872438404,494.958026059841,331,331,471.047949249122
"16459","17DST0021V",464.927192111387,463.570813650845,325,325,464.249002881116
"16460","17DST0032A",471.151595174656,467.210397174031,529,529,469.180996174343
"16461","17DTV0024F",403.053588138489,458.73850959462,60,60,430.896048866554
"16462","17DTV0030Q",453.834233276256,490.251992066114,249,249,472.043112671185
"16463","17DTV0034M",459.011425655058,541.362139179231,188,188,500.186782417145
"16464","17DTV0048P",480.645156012641,534.501072353787,13,13,507.573114183214
"16465","17DTV0056Y",509.830206240524,592.912024071322,64,64,551.371115155923
"16466","17DTV0057X",475.540967396793,554.270566617526,48,48,514.90576700716
"16467","17DTV0063H",483.900343365139,621.06817457411,36,36,552.484258969625
"16468","17DTV0071Q",479.160249922011,608.663614061144,21,21,543.911931991577
"16469","17DTV0084U",417.458870008185,449.237022197094,233,233,433.34794610264
"16470","17DTV0086S",597.526576378657,798.901351601524,61,61,698.21396399009
"16471","17DTV0103S",521.885008852706,526.166728223491,38,38,524.025868538099
"16472","17DTV0117V",458.984299045139,476.302518378364,33,33,467.643408711751
"16473","17DTV0119T",398.619018554688,370.467511494954,12,12,384.543265024821
"16474","17DTV0131O",472.52666374061,504.816146602267,54,54,488.671405171438
"16475","17DTV0132N",386.603289671619,456.088132167447,24,24,421.345710919533
"16476","17DTV0153Z",388.160518137039,453.276142782036,46,46,420.718330459537
"16477","17PTV0006V",505.788902951195,490.654113551549,59,59,498.221508251372
"16478","17KTV0012K",431.129137166341,473.317446136475,22,22,452.223291651408
"16479","17KTV0013J",451.399421691895,448.486223856608,7,7,449.942822774251
"16480","17KTV0004B",258.158762613932,272.560674031576,3,3,265.359718322754
"16481","17KTV0001E",400.556670633952,453.985076904297,19,19,427.270873769124
"16482","17KTV0010M",414.963151719835,452.501037597656,6,6,433.732094658745
"16483","17KTV0005A",468.794826931424,462.074969821506,12,12,465.434898376465
"16484","17KTV0016G",153.369321695964,148.40649617513,5,5,150.887908935547
"16485","17KTV0018E",129.297946748279,121.63780430385,7,7,125.467875526065
"16486","17KTV0014I",442.112635294596,486.26762898763,8,8,464.190132141113
"16487","17KTV0015H",133.640325637091,124.901073637463,7,7,129.270699637277
"16488","17KTV0008Y",447.304290771484,517.27793375651,4,4,482.291112263997
"16489","17PES0157V",472.73859117296,542.22197672526,14,14,507.48028394911
"16490","17DTV0041W",523.570823952004,617.534181665491,26,26,570.552502808747
"16491","17DTV0151B",415.537495746035,437.720649025657,47,47,426.629072385846
"16492","17PES0136I",569.904056330142,588.721546271504,64,64,579.312801300823
"16493","17DST0019G",495.075081268367,489.219458631614,306,306,492.14726994999
"16494","17DTV0012A",455.988566649906,488.211785343715,91,91,472.10017599681
"16495","17DES0054U",427.233009796471,454.137204839573,220,220,440.685107318022
"16496","17DST0039U",447.788775375799,463.044386968132,504,504,455.416581171966
"16497","17KTV0007Z",358.590947469076,407.377782185872,5,5,382.984364827474
"16498","17KTV0011I",360.49525282118,396.3048892551,11,11,378.40007103814
"16499","17KTV0006Z",237.811106363932,291.818654378255,6,6,264.814880371094
"16500","17PES0158U",463.69292762393,496.387363881913,34,34,480.040145752921
"16501","18DES0002N",540.17022737931,567.962794556332,958,958,554.066510967821
"16502","18DES0010W",463.717855786135,483.861579715072,582,582,473.789717750603
"16503","18DES0012U",148.580673472087,149.691000111898,40,40,149.135836791993
"16504","18DES0018O",471.433881528238,484.27630258014,653,653,477.855092054189
"16505","18DES0034F",457.067367287088,494.24174817225,459,459,475.654557729669
"16506","18DES0041P",504.057699307811,543.4854990721,439,439,523.771599189956
"16507","18DST0023S",507.162165388515,522.457597894528,697,697,514.809881641522
"16508","18DST0046C",438.91812384997,480.95532396353,110,110,459.93672390675
"16509","18DST0049Z",576.153711649577,612.915508001418,78,78,594.534609825497
"16510","18DST0055K",474.730240831952,504.994559666957,524,524,489.862400249454
"16511","18DST0065R",474.225503950998,494.791006972484,663,663,484.508255461741
"16512","18EES0005J",479.869661578485,521.357674065788,473,473,500.613667822137
"16513","18EES0006I",429.894264897919,453.938222602228,152,152,441.916243750073
"16514","18EES0008G",408.063818405614,445.109448057232,86,86,426.586633231423
"16515","18EES0063Z",513.619846407907,507.347534573172,354,354,510.48369049054
"16516","18EST0001F",478.968236748793,501.220926461029,318,318,490.094581604911
"16517","18EST0002E",468.125864855004,464.416121832408,64,64,466.270993343706
"16518","18EST0005B",429.611246629195,500.947209832988,34,34,465.279228231092
"16519","18ETV0117T",419.601659694046,491.69052240079,39,39,455.646091047418
"16520","18ETV0124C",480.137483700246,536.268523743103,39,39,508.203003721674
"16521","18ETV0125B",456.655777306348,470.285146714541,39,39,463.470462010445
"16522","18ETV0126A",475.887617497488,511.59703987903,54,54,493.742328688259
"16523","18ETV0171N",484.329381064763,552.336482214549,15,15,518.332931639656
"16524","18ETV0268Z",453.312104684335,527.963956762243,23,23,490.638030723289
"16525","18ETV0302P",498.853155517578,554.44765218099,10,10,526.650403849284
"16526","18PES0002S",534.751269446479,619.450783623589,18,18,577.101026535034
"16527","18PES0018T",173.540398491753,175.209953477648,15,15,174.3751759847
"16528","18PES0022F",573.353982735418,575.391311656685,138,138,574.372647196052
"16529","18PES0023E",542.176379206151,523.555386088807,60,60,532.865882647479
"16530","18PES0072N",608.628694766978,610.209856929942,116,116,609.41927584846
"16531","18PES0074L",595.329428449089,640.023167386467,67,67,617.676297917778
"16532","18PES0076J",553.78308081854,612.036699404035,45,45,582.909890111287
"16533","18DST0001G",515.763493060756,554.479505605072,1060,1060,535.121499332914
"16534","18DST0047B",470.411831930928,464.487763221167,266,266,467.449797576047
"16535","18EES0064Z",486.230253362114,512.580253768771,370,370,499.405253565442
"16536","18EES0069U",479.370348323994,507.65069875669,247,247,493.510523540342
"16537","18EST0004C",511.197061088305,533.793167884303,545,545,522.495114486304
"16538","18EST0006A",484.436488476591,505.65828217873,293,293,495.047385327661
