"","cct","Esp","Mat","NEsp","NMat","PromedioGeneral"
"30432","15DTV0199X",138.760053543817,158.698618570964,28,28,148.72933605739
"30433","15DTV0246R",447.147724702393,467.745307132818,222,222,457.446515917606
"30434","15DTV0123H",439.741172327112,512.569478985822,64,64,476.155325656467
"30435","15DTV0213Z",409.426068136427,438.229929997371,117,117,423.827999066899
"30436","15DTV0022J",271.956491487865,289.16351747951,80,80,280.560004483688
"30437","15DTV0104T",155.138935246271,163.973575406307,178,178,159.556255326289
"30438","15DTV0122I",139.51996866862,171.656046549479,1,1,155.588007609049
"30439","15DTV0174O",337.512600804234,366.766908708635,49,49,352.139754756435
"30440","15DTV0221I",494.249699602223,618.465941134366,75,75,556.357820368294
"30441","15DTV0247Q",130.253372298347,131.379166285197,48,48,130.816269291772
"30442","15DTV0220J",442.923786004908,458.936894555323,230,230,450.930340280116
"30443","15DTV0083X",437.115665317759,477.360801885308,180,180,457.238233601533
"30444","15DTV0326C",488.911893638597,573.072366707848,66,66,530.992130173222
"30445","15DTV0032Q",472.619454032909,502.61365162368,247,247,487.616552828295
"30446","15DTV0219U",449.799540863508,475.027223714193,99,99,462.41338228885
"30447","15DTV0033P",473.156758056125,505.293341661287,186,186,489.225049858706
"30448","15DTV0354Z",512.100040435791,548.046652930124,27,27,530.073346682957
"30449","15DST0035Z",521.885787367154,553.763601816075,801,801,537.824694591615
"30450","15DST0031D",508.658775233624,505.049400554858,301,301,506.854087894241
"30451","15DES0262C",447.591009380516,509.160132743355,210,210,478.375571061935
"30452","15DES0260E",467.733074630772,465.307652572897,477,477,466.520363601835
"30453","15DES0341P",484.444191484551,484.597794578317,340,340,484.520993031434
"30454","15DES0356R",492.863399964084,480.167956798431,251,251,486.515678381258
"30455","15PES1380C",514.152535395796,530.218379183644,61,61,522.18545728972
"30456","15DES0286M",532.078411435019,534.552397466764,1596,1596,533.315404450891
"30457","15PES0037K",616.479445010901,641.186795017289,289,289,628.833120014095
"30458","15PES0561F",589.603343728665,565.22049964509,187,187,577.411921686877
"30459","15PES0568Z",571.051296793445,536.227206979171,108,108,553.639251886308
"30460","15PES0650Z",572.433067774861,547.648304260129,221,221,560.040686017495
"30461","15PES0655U",553.642164605057,515.779902534865,111,111,534.711033569961
"30462","15PES1330V",481.646712621053,465.47433243776,49,49,473.560522529407
"30463","15PES1349T",542.877192234187,527.802605688778,81,81,535.339898961483
"30464","15PES1356C",605.720544420828,606.622180030687,209,209,606.171362225758
"30465","15PES1361O",543.499945465707,573.442603231666,60,60,558.471274348687
"30466","15PES1364L",578.644415192459,570.500359781047,72,72,574.572387486753
"30467","15DES0236E",519.799927330907,517.370522636842,595,595,518.585224983874
"30468","15DES0274H",465.108318631872,471.240379281249,333,333,468.17434895656
"30469","15DES0280S",516.053906243591,522.270307944647,723,723,519.162107094119
"30470","15PES1379N",505.310407366071,512.83544516185,27,27,509.07292626396
"30471","15PES1398B",543.269306173969,604.350159341798,31,31,573.809732757883
"30472","15DST0023V",494.220300920153,501.704613736894,1124,1124,497.962457328523
"30473","15DST0050S",501.62768442133,511.300798113551,640,640,506.464241267441
"30474","15DST0061Y",490.864546359419,487.422601041183,864,864,489.143573700301
"30475","15DST0068R",513.014564246043,512.794656732467,1547,1547,512.904610489255
"30476","15DES0097U",478.493296321077,503.264851288641,702,702,490.879073804859
"30477","15DES0246L",314.605534799749,324.84081203191,251,251,319.723173415829
"30478","15DES0282Q",441.597528652308,446.338965099959,585,585,443.968246876133
"30479","15DES0289J",516.790629368594,528.920980032718,775,775,522.855804700656
"30480","15DES0338B",479.945725389328,485.62036671172,364,364,482.783046050524
"30481","15DES0345L",509.478227131833,507.723142664942,718,718,508.600684898387
"30482","15PES0620E",583.488110331616,596.211840341605,52,52,589.84997533661
"30483","15PES0663C",542.73971811281,537.010039719351,103,103,539.87487891608
"30484","15PES1323L",462.411982379893,483.01590853898,34,34,472.713945459437
"30485","15PES1324K",501.063732005932,519.822644608109,25,25,510.443188307021
"30486","15PES1335Q",319.77047216228,328.2248441367,68,68,323.99765814949
"30487","15PES1344Y",592.760261535645,680.790633307563,18,18,636.775447421604
"30488","15PES1370W",429.55038284391,456.858645210489,67,67,443.204514027199
"30489","15PES1395E",485.965771390055,502.114469205386,72,72,494.04012029772
"30490","15DST0059J",504.465834682024,507.683907255769,792,792,506.074870968897
"30491","15DST0064V",485.982817113352,491.509313848542,615,615,488.746065480947
"30492","15DST0067S",500.059784566457,511.607401923333,718,718,505.833593244895
"30493","15DST0121W",527.959526422796,508.66755494186,615,615,518.313540682328
"30494","15DST0122V",516.352297301203,498.249198834246,740,740,507.300748067724
"30495","15DST0135Z",515.969826418578,530.820543784932,1108,1108,523.395185101755
"30496","15DST0152P",528.216713276267,544.057787670288,677,677,536.137250473278
"30497","15DES0025A",486.204786872493,506.744095707375,1040,1040,496.474441289934
"30498","15DES0047M",502.146798766873,503.867704322206,1555,1555,503.007251544539
"30499","15DES0053X",500.121417094558,509.579000621502,1271,1271,504.85020885803
"30500","15DES0264A",473.283630168178,470.018843111728,733,733,471.651236639953
"30501","15PES0437G",493.780063649013,532.567295562028,51,51,513.173679605521
"30502","15PES0621D",546.574141545881,536.393619898746,63,63,541.483880722314
"30503","15PES1315C",592.991486390122,606.96173825935,110,110,599.976612324736
"30504","15PST0052V",587.557345441705,637.148919541172,173,173,612.353132491438
"30505","15DST0044H",493.487969658833,512.62683124947,1011,1011,503.057400454151
"30506","15DST0063W",486.458577693953,487.939385050431,728,728,487.198981372192
"30507","15DST0097M",489.659986468043,515.798988723602,676,676,502.729487595822
"30508","15DST0102H",523.714085150673,523.22639033324,1175,1175,523.470237741956
"30509","15DST0105E",498.227391109119,506.172734833117,889,889,502.200062971118
"30510","15DST0145F",503.258508122215,516.226243860738,429,429,509.742375991476
"30511","15DSN0011F",502.366589434735,441.348059702952,30,30,471.857324568844
"30512","15DST0096N",518.279035002169,501.563437262167,453,453,509.921236132168
"30513","15DST0138W",520.646705668272,523.408162630671,528,528,522.027434149471
"30514","15DES0035H",490.083742185524,483.288951476744,1116,1116,486.686346831134
"30515","15DES0044P",467.252967747222,475.918137856253,1631,1631,471.585552801737
"30516","15DES0046N",480.641027914189,483.124519213652,1227,1227,481.882773563921
"30517","15DES0057T",481.085009543702,501.39659854244,541,541,491.240804043071
"30518","15DES0095W",440.598171804275,460.060559529775,510,510,450.329365667025
"30519","15DES0275G",441.419627320899,450.198655293764,288,288,445.809141307332
"30520","15PES0340V",558.553205844393,532.204469573192,161,161,545.378837708793
"30521","15PES0683Q",580.042488273319,569.871231607442,108,108,574.956859940381
"30522","15PES1368H",496.069100212328,509.669494320648,30,30,502.869297266488
"30523","15PES1386X",572.287206483499,590.057668597882,36,36,581.17243754069
"30524","15DST0095O",455.328192993881,477.13437369285,898,898,466.231283343365
"30525","15DST0222U",469.938677702777,494.322695774425,103,103,482.130686738601
"30526","15DST0157K",527.763761727275,537.713428467378,468,468,532.738595097326
"30527","15DST0208A",525.601989859595,530.415781156907,432,432,528.008885508251
"30528","15DST0223T",493.695807722392,488.727699585007,590,590,491.211753653699
"30529","15DST0232A",507.249519880692,497.916957225568,252,252,502.58323855313
"30530","15DST0112O",531.695089073558,515.834233978837,245,245,523.764661526198
"30531","15DST0143H",502.652097753054,523.376693760088,430,430,513.014395756571
"30532","15PST0013T",584.35098698512,551.388556424172,94,94,567.869771704646
"30533","15PST0038B",528.457728422531,583.568176886048,30,30,556.01295265429
"30534","15DST0015M",499.290716337741,502.100020702598,984,984,500.695368520169
"30535","15DST0108B",529.55913714431,541.378081586762,979,979,535.468609365536
"30536","15DST0120X",499.889221938675,518.033673093462,767,767,508.961447516068
"30537","15DST0171D",471.740469508563,481.636213547695,539,539,476.688341528129
"30538","15DES0051Z",447.766447316745,462.49701827878,467,467,455.131732797762
"30539","15DES0052Y",449.289816050802,473.307464403122,717,717,461.298640226962
"30540","15DES0233H",473.989060077974,472.34458886566,406,406,473.166824471817
"30541","15DES0247K",443.007859345566,442.196547155811,374,374,442.602203250688
"30542","15DES0279C",472.750393580139,490.457354379243,454,454,481.603873979691
"30543","15DES0281R",432.125597876379,451.561161209522,264,264,441.843379542951
"30544","15DES0288K",459.98647084251,476.082597466206,484,484,468.034534154358
"30545","15PES1306V",534.4635753516,534.879459103671,29,29,534.671517227635
"30546","15PES1313E",513.046049117972,494.96514091103,101,101,504.005595014501
"30547","15PES1332T",517.489423967966,495.807901957648,64,64,506.648662962807
"30548","15PES1346W",517.65415492972,541.079033263781,69,69,529.366594096751
"30549","15DST0094P",499.415437473527,495.87848369697,717,717,497.646960585249
"30550","15DST0058K",496.901050288925,499.539393145072,507,507,498.220221716998
"30551","15DST0062X",524.055485446327,518.812543511262,1021,1021,521.434014478795
"30552","15DST0065U",492.567928153415,484.981229561768,1233,1233,488.774578857591
"30553","15DST0066T",503.56088742928,525.479745963898,882,882,514.520316696589
"30554","15DST0073C",520.670358236096,493.896571405563,740,740,507.28346482083
"30555","15DST0098L",528.752488100773,568.720899587364,582,582,548.736693844068
"30556","15DST0184H",489.207994689727,548.985022608332,234,234,519.096508649029
"30557","15DES0242P",463.106957162348,501.244418499276,432,432,482.175687830812
"30558","15PES1403X",515.445436102223,570.051424374788,110,110,542.748430238506
"30559","15DES0041S",481.893909624706,496.172394762089,754,754,489.033152193398
"30560","15DTV0055A",546.375499254452,580.748905055549,81,81,563.562202155
"30561","15DTV0386R",505.891846626346,604.95379081605,48,48,555.422818721198
"30562","15DTV0385S",572.502302748525,670.050187616267,57,57,621.276245182396
"30563","15DTV0197Z",464.913689293236,551.168325119225,105,105,508.04100720623
"30564","15DTV0155Z",464.43408496998,488.348407608423,37,37,476.391246289201
"30565","15DTV0048R",551.717224221498,608.328076221196,93,93,580.022650221347
"30566","15DTV0145T",474.932823130152,567.734182591573,121,121,521.333502860862
"30567","15DTV0092E",477.016362758112,513.19340331995,60,60,495.104883039031
"30568","15DTV0195A",461.547796006636,483.795719347096,66,66,472.671757676866
"30569","15DTV0056Z",462.296331118945,525.738325282506,71,71,494.017328200726
"30570","15DTV0335K",458.672459519229,498.67944330647,53,53,478.675951412849
"30571","15DTV0360J",523.103657316165,554.860649372431,85,85,538.982153344298
"30572","15DTV0089R",469.365908442176,522.566501344623,272,272,495.9662048934
"30573","15DTV0383U",450.308457354609,458.900945350607,69,69,454.604701352608
"30574","15DTV0327B",539.852875179715,625.388499608115,29,29,582.620687393915
"30575","15DTV0328A",421.846139598478,452.819553607539,115,115,437.332846603008
"30576","15DTV0345R",444.262531010791,477.353299809894,47,47,460.807915410343
"30577","15DTV0001X",471.448419063386,530.863044357433,112,112,501.155731710409
"30578","15DTV0389O",475.36456650954,523.355013699002,45,45,499.359790104271
"30579","15DES0039D",503.895248988427,517.614463684764,1310,1310,510.754856336595
"30580","15DES0103O",495.983756443185,509.280836055819,1162,1162,502.632296249502
"30581","15PES0445P",583.419293533397,584.931489059051,145,145,584.175391296224
"30582","15PES1312F",556.888900850947,579.154763801645,157,157,568.021832326296
"30583","15PES1371V",540.651589650724,552.487423764742,93,93,546.569506707733
"30584","15DES0323Z",519.659783011186,500.791829661759,680,680,510.225806336472
"30585","15DES0335E",501.536002081604,483.600267324457,395,395,492.568134703031
"30586","15DES0337C",534.551862090856,509.851723075273,242,242,522.201792583065
"30587","15DES0351W",500.595040853568,523.89716512037,339,339,512.246102986969
"30588","15DES0355S",480.125861535315,490.9195095176,263,263,485.522685526458
"30589","15PES1372U",566.073191440467,587.747075182982,76,76,576.910133311725
"30590","15DES0349H",461.239592003809,460.463082114961,363,363,460.851337059385
"30591","15DES0011Y",491.711834256499,491.251993944371,1355,1355,491.481914100435
"30592","15DES0017S",535.750590606532,533.021320085319,1489,1489,534.385955345925
"30593","15DES0050Z",454.968873342262,467.764794776765,802,802,461.366834059514
"30594","15DES0060G",497.210076712528,493.60523775923,455,455,495.407657235879
"30595","15PES0012B",583.617323973107,635.495292434758,556,556,609.556308203933
"30596","15PES0032P",571.113808299877,597.334675654659,23,23,584.224241977268
"30597","15PES0036L",657.163857253817,670.658966084374,239,239,663.911411669096
"30598","15PES0076M",529.148212171199,564.952791235441,368,368,547.05050170332
"30599","15PES0413X",597.943139318436,624.197575683344,544,544,611.07035750089
"30600","15PES0606L",524.264151664936,530.177127545945,128,128,527.220639605441
"30601","15PES0619P",494.14136430044,503.753274891364,26,26,498.947319595902
"30602","15DES0042R",455.646890903796,466.380391000514,1272,1272,461.013640952155
"30603","15DES0048L",465.271778760588,457.881996561351,1034,1034,461.57688766097
"30604","15DES0068Z",438.186442730683,443.807552404896,1059,1059,440.996997567789
"30605","15DES0251X",464.542866335625,452.029523726517,328,328,458.286195031071
"30606","15DES0340Q",471.978179712365,472.899535892684,206,206,472.438857802524
"30607","15PES0031Q",563.407178639334,598.962631297146,49,49,581.18490496824
"30608","15PES0034N",575.239216310912,580.166309193668,71,71,577.70276275229
"30609","15PES0262H",537.22713249764,550.548916464858,975,975,543.888024481249
"30610","15PES0290D",532.702521802742,527.550901061304,95,95,530.126711432023
"30611","15PES0507L",614.739775840028,641.175472163783,133,133,627.957624001906
"30612","15PES0548L",612.01289516222,602.01683459803,54,54,607.014864880125
"30613","15DES0034I",461.469674217701,464.235706874727,969,969,462.852690546214
"30614","15DES0221C",459.701230191053,469.82170179455,1156,1156,464.761465992802
"30615","15DES0222B",493.169407351488,494.463355248282,769,769,493.816381299885
"30616","15DES0253V",441.611242099334,458.358664271528,459,459,449.984953185431
"30617","15PES0007Q",613.845718062362,654.633630620921,125,125,634.239674341642
"30618","15PES0348N",558.654391666379,567.427412885895,236,236,563.040902276137
"30619","15PES0559R",647.48234570311,673.586092846977,157,157,660.534219275043
"30620","15PES1300A",544.380933668681,576.973493706978,374,374,560.67721368783
"30621","15PES1311G",600.270924886068,560.269187927246,20,20,580.270056406657
"30622","15PES1319Z",608.354501527772,607.402968693755,72,72,607.878735110764
"30623","15PES1350I",592.767492297712,677.6111115259,63,63,635.189301911806
"30624","15DES0250Y",487.281894782202,495.861813391218,661,661,491.57185408671
"30625","15DES0252W",401.910895293622,416.822302283596,138,138,409.366598788609
"30626","15PES0010D",511.899748682093,539.354559891312,53,53,525.627154286703
