"","cct","Promedio2011","Promedio2010","Promedio2009"
"385","02DST0033Y",570.86865833597,509.349802718484,592.728867413443
"386","02DST0034X",484.819990998905,492.283372627338,508.630021251019
"387","02DST0035W",434.364424134047,454.149454935875,458.889064235727
"388","02DST0036V",460.859867711605,472.206537897063,456.643483100464
"389","02DST0037U",481.254541766052,459.169973776062,470.057606474212
"390","02DST0038T",427.249817261774,442.556105373861,439.691986567206
"391","02DST0039S",465.675659642952,486.289805874437,470.16725996831
"392","02DST0040H",480.947267222181,480.331102130382,472.890370288498
"393","02DST0041G",477.685320119813,471.546488030587,453.743976670405
"394","02DST0042F",499.547294442285,490.797925947605,486.694542400235
"395","02DST0043E",507.761290045051,476.631313170015,471.377273167276
"396","02DST0044D",537.839576995146,521.249840553515,539.137362994044
"397","02DST0045C",465.442106386561,470.865264405295,475.949491734941
"398","02DST0046B",469.061313471919,490.926074057352,499.251211980589
"399","02DST0047A",482.430895901959,503.463328335922,547.293061102004
"400","02DST0048Z",475.053323238087,305.102137113872,NA
"401","02DST0049Z",473.102721261612,443.208065303349,NA
"402","02DST0050O",154.720400342754,NA,NA
"403","02DST0051N",449.614808797733,NA,NA
"404","02DTV0001T",430.828106011285,NA,NA
"405","02DTV0002S",418.611629388271,171.742828369141,NA
"406","02DTV0004Q",319.421495225694,NA,NA
"407","02DTV0005P",218.028937445747,204.685497029622,NA
"408","02DTV0006O",530.627544600875,484.823980712891,NA
"409","02DTV0007N",338.952140217277,163.487450493707,NA
"410","02DTV0008M",258.580052693685,171.223409016927,NA
"411","02DTV0009L",510.537600199382,NA,NA
"412","02DTV0010A",443.179977780297,NA,NA
"413","02DTV0011Z",501.565931047712,NA,NA
"414","02DTV0012Z",548.601191202799,NA,NA
"415","02DTV0013Y",443.198583330427,NA,NA
"416","02DTV0014X",142.603986467634,NA,NA
"417","02DTV0015W",471.21441192627,NA,NA
"418","02DTV0016V",431.283509572347,NA,NA
"419","02DTV0017U",408.739645894368,NA,NA
"420","02DTV0018T",449.996164957682,NA,NA
"421","02EES0001M",507.942047065318,476.599033665614,461.721578046146
"422","02EES0003K",438.868308372216,462.008423079662,453.707525042417
"423","02EES0004J",501.586182383618,494.108895544416,532.477972743677
"424","02EES0005I",414.493656732784,428.954081692149,419.099574527152
"425","02EES0006H",452.480246132474,439.120972313164,471.214560824601
"426","02EES0007G",522.137320535833,464.593429719248,444.899835379464
"427","02EES0008F",486.84647650304,486.125421700778,465.899418946093
"428","02EES0009E",450.085025378994,439.569962461922,476.604105213064
"429","02EES0010U",433.705665809996,429.182190384528,449.27644164795
"430","02EES0011T",454.845951729949,481.940374732076,502.004243290889
"431","02EES0012S",462.078927079181,460.899000001571,474.320964034452
"432","02EES0013R",497.368760733851,463.849519840624,459.424109753365
"433","02EES0014Q",495.387882007006,474.714757407037,477.017836594134
"434","02EES0018M",457.818889590801,421.982165934545,460.716619399266
"435","02EES0019L",444.07300125942,457.609812944098,447.582499671734
"436","02EES0020A",440.172461142272,452.463077973554,465.989448416798
"437","02EES0022Z",546.34425224519,548.962932476877,537.959358084191
"438","02EES0023Y",506.074869010235,512.610539819796,532.613418258514
"439","02EES0026V",460.02346463718,451.987860358649,450.458457939923
"440","02EES0027U",485.044300313128,454.830392804065,475.175626714448
"441","02EES0028T",463.597590322308,487.467004161863,474.19693721186
"442","02EES0029S",459.345647386187,480.346323086923,472.816329597254
"443","02EES0030H",449.864919870892,435.457077403706,477.008256408754
"444","02EES0031G",525.615097268017,464.168925751934,485.316258071858
"445","02EES0032F",427.290603526747,438.38697748447,416.555683861158
"446","02EES0033E",480.351153736168,478.957577767417,459.519974454511
