"","cct","promedioEsp","promedioMat","promedioGeneral"
"10870","30DCT0174S1",502.46,408.59,455.525
"10871","30DCT0207T1",533.44,439.55,486.495
"10872","30DCT0208S1",567.61,522.72,545.165
"10873","30DCT0208S2",543.73,436.24,489.985
"10874","30DCT0221M1",539.29,473.98,506.635
"10875","30DCT0221M2",434.23,341.36,387.795
"10876","30DCT0236O1",512.08,399.52,455.8
"10877","30DCT0237N1",563.53,530.49,547.01
"10878","30DCT0244X1",523.98,422.52,473.25
"10879","30DCT0244X2",459.54,394.87,427.205
"10880","30DCT0265J1",572.69,509.42,541.055
"10881","30DCT0270V1",583.47,524.49,553.98
"10882","30DCT0270V2",534.48,500.16,517.32
"10883","30DCT0271U1",567.68,516.15,541.915
"10884","30DCT0271U2",564.58,505.25,534.915
"10885","30DCT0293F1",567.67,553.89,560.78
"10886","30DCT0293F2",500.98,448.07,474.525
"10887","30DCT0341Z1",477.68,411.76,444.72
"10888","30DCT0346U1",468.44,349.73,409.085
"10889","30DCT0388T1",522.34,427.95,475.145
"10890","30DCT0425G1",507.74,366.41,437.075
"10891","30DCT0425G2",455.61,319.75,387.68
"10892","30DCT0430S1",508.05,474.1,491.075
"10893","30DCT0431R1",609.85,525.38,567.615
"10894","30DCT0431R2",567.18,473.73,520.455
"10895","30DCT0432Q1",524.03,425.2,474.615
"10896","30DCT0433P1",464.55,372.71,418.63
"10897","30DCT0434O1",527.05,486.57,506.81
"10898","30DCT0435N1",583.04,557.19,570.115
"10899","30DCT0435N2",490.09,421.87,455.98
"10900","30DCT0436M1",581.16,527.99,554.575
"10901","30DCT0436M2",500.37,416.7,458.535
"10902","30DCT0437L1",575.48,503.73,539.605
"10903","30DCT0437L2",452.3,350.86,401.58
"10904","30DCT0438K2",469.64,385.92,427.78
"10905","30DCT0439J1",571.79,510.37,541.08
"10906","30DCT0439J2",529.51,449.2,489.355
"10907","30DCT0440Z1",517.65,387.19,452.42
"10908","30DCT0441Y1",501.63,425.15,463.39
"10909","30DPT0001E1",568.21,471.4,519.805
"10910","30DPT0002D1",548.56,506.01,527.285
"10911","30DPT0002D2",474.65,380.55,427.6
"10912","30DPT0003C1",458.95,396.25,427.6
"10913","30DPT0003C2",524.86,385.13,454.995
"10914","30DPT0004B1",489.56,419.13,454.345
"10915","30DPT0005A1",549.34,418.56,483.95
"10916","30DPT0005A2",517.07,419.84,468.455
"10917","30DPT0006Z1",550.93,482.13,516.53
"10918","30DPT0006Z2",555.69,402.61,479.15
"10919","30DPT0007Z2",543.93,425.63,484.78
"10920","30DPT0008Y1",554.7,459.76,507.23
"10921","30DPT0008Y2",573.44,456.85,515.145
"10922","30DPT0009X2",558.64,463.64,511.14
"10923","30DPT0010M1",555.65,476.72,516.185
"10924","30DPT0010M2",539.19,453.03,496.11
"10925","30DPT0011L1",550.64,448.39,499.515
"10926","30DPT0012K2",565.98,461.17,513.575
"10927","30DTA0011J1",471.11,363.57,417.34
"10928","30DTA0012I1",488.99,395.73,442.36
"10929","30DTA0012I11",405.89,314.41,360.15
"10930","30DTA0017D1",484.97,399.12,442.045
"10931","30DTA0036S1",554.27,552.23,553.25
"10932","30DTA0057E1",547.72,434.66,491.19
"10933","30DTA0084B1",466.79,345.26,406.025
"10934","30DTA0085A1",467.89,379.76,423.825
"10935","30DTA0086Z1",523.55,412.2,467.875
"10936","30DTA0099D1",538.92,431.4,485.16
"10937","30DTA0100C1",500.13,449.24,474.685
"10938","30DTA0101B1",471.54,355.71,413.625
"10939","30DTA0101B11",392.78,363.11,377.945
"10940","30DTA0102A1",450.15,508.51,479.33
"10941","30DTA0105Y1",464.36,339.58,401.97
"10942","30DTA0105Y21",431.23,426.9,429.065
"10943","30DTA0276R1",447.44,282.49,364.965
"10944","30DTA0277Q1",517.07,419.07,468.07
"10945","30DTA0278P1",405.73,275.06,340.395
"10946","30DTA0279O1",391.03,324.34,357.685
"10947","30DTA0280D1",495.29,427.71,461.5
"10948","30DTA0281C1",439.1,335.96,387.53
"10949","30DTA0282B1",406.04,314.87,360.455
"10950","30EBH0001F2",482.33,394.33,438.33
"10951","30EBH0002E2",395.82,316.39,356.105
"10952","30EBH0003D2",513.3,386.2,449.75
"10953","30EBH0006A1",574.04,501.02,537.53
"10954","30EBH0009Y2",580.83,444.35,512.59
"10955","30EBH0017G1",458.5,364.04,411.27
"10956","30EBH0018F1",516.89,392.7,454.795
"10957","30EBH0020U1",594.57,532.8,563.685
"10958","30EBH0025P2",531.16,425.5,478.33
"10959","30EBH0028M1",520.45,383.69,452.07
"10960","30EBH0029L2",470.66,339.89,405.275
"10961","30EBH0037U1",509.74,316.26,413
"10962","30EBH0051N1",603.83,515.52,559.675
"10963","30EBH0061U1",567.62,491.41,529.515
"10964","30EBH0062T1",607.3,543.71,575.505
"10965","30EBH0063S1",594.62,547.51,571.065
"10966","30EBH0065Q1",648.35,623.69,636.02
"10967","30EBH0072Z2",511.98,436.74,474.36
"10968","30EBH0074Y2",679.19,716.01,697.6
"10969","30EBH0077V2",543.93,412.83,478.38
"10970","30EBH0078U2",483.87,345.21,414.54
"10971","30EBH0079T1",677.23,670.69,673.96
"10972","30EBH0093M1",616.23,561.76,588.995
"10973","30EBH0096J1",605.6,539.96,572.78
"10974","30EBH0173Y1",601.56,509.04,555.3
"10975","30EBH0175W2",525.27,406.55,465.91
"10976","30EBH0196I2",504.43,330.06,417.245
"10977","30EBH0203B1",570.09,487.97,529.03
"10978","30EBH0204A1",471.88,262.52,367.2
"10979","30EBH0205Z3",431.04,325.86,378.45
"10980","30EBH0210L1",506.19,351.67,428.93
"10981","30EBH0211K2",618.96,597.79,608.375
"10982","30EBH0252K2",482.39,359.01,420.7
"10983","30EBH0323O1",584.62,526.74,555.68
"10984","30EBH0372X1",468.85,343.58,406.215
"10985","30EBH0373W1",612.74,466.84,539.79
"10986","30EBH0374V2",541.2,448.51,494.855
"10987","30EBH0375U1",553.85,465.75,509.8
"10988","30EBH0376T1",632.15,610.4,621.275
"10989","30EBH0377S1",541.45,442.82,492.135
"10990","30EBH0378R1",574.91,451.09,513
"10991","30EBH0379Q2",592.79,450.41,521.6
"10992","30EBH0380F1",595.91,499.11,547.51
"10993","30EBH0381E1",594.29,517.11,555.7
"10994","30EBH0382D2",533.45,376.71,455.08
"10995","30EBH0383C2",603.49,540.34,571.915
"10996","30EBH0384B1",558.98,429.23,494.105
"10997","30EBH0385A1",530.46,412.46,471.46
"10998","30EBH0386Z2",498.98,384.06,441.52
"10999","30EBH0387Z2",575.38,540.99,558.185
"11000","30EBH0388Y2",587.32,445.57,516.445
"11001","30EBH0389X2",564.26,476.94,520.6
"11002","30EBH0390M3",552.07,452.15,502.11
"11003","30EBH0392K1",600.08,547.96,574.02
"11004","30EBH0395H2",471,364.74,417.87
"11005","30EBH0396G1",544.43,393.58,469.005
"11006","30EBH0399D2",537.66,379.25,458.455
"11007","30EBH0400C2",544.53,407.58,476.055
"11008","30EBH0401B2",504.23,384.97,444.6
"11009","30EBH0402A2",577.34,427.79,502.565
"11010","30EBH0403Z2",464.18,352.13,408.155
"11011","30EBH0404Z2",501.26,428.16,464.71
"11012","30EBH0405Y1",523.19,405.31,464.25
"11013","30EBH0410J1",471.3,358.31,414.805
"11014","30ECB0001K2",582.53,483.2,532.865
"11015","30ECB0002J2",600.08,697.7,648.89
"11016","30ECB0003I1",514.84,404.02,459.43
"11017","30ECB0003I2",491.45,373,432.225
"11018","30ECB0004H1",543.93,466,504.965
"11019","30ECB0005G1",548.01,450.28,499.145
"11020","30ECB0006F1",579,508.13,543.565
"11021","30ECB0006F2",549.2,452.31,500.755
"11022","30ECB0007E1",574.55,433.5,504.025
"11023","30ECB0008D1",616.72,536.3,576.51
"11024","30ECB0008D2",566.11,501.2,533.655
"11025","30ECB0009C1",520.13,415.71,467.92
"11026","30ECB0010S1",463.94,336.32,400.13
"11027","30ECB0011R1",497.44,387.31,442.375
"11028","30ECB0012Q1",541.44,451.53,496.485
"11029","30ECB0013P2",536.95,436.12,486.535
"11030","30ECB0014O1",549.01,419.42,484.215
"11031","30ECB0015N1",576.24,573.49,574.865
"11032","30ECB0016M1",543.87,502.18,523.025
"11033","30ECB0016M2",492.56,354.52,423.54
"11034","30ECB0017L2",545.81,399.53,472.67
"11035","30ECB0018K1",510.7,419.7,465.2
"11036","30ECB0018K2",539.32,467.76,503.54
"11037","30ECB0019J2",555.64,461.7,508.67
"11038","30ECB0020Z1",534.36,437.08,485.72
"11039","30ECB0021Y2",489.16,311.06,400.11
"11040","30ECB0022X2",542.56,471.19,506.875
"11041","30ECB0023W1",508.97,436.9,472.935
"11042","30ECB0024V1",518.69,448.49,483.59
"11043","30ECB0025U1",531.34,441.56,486.45
"11044","30ECB0026T1",473.67,346.21,409.94
"11045","30ECB0027S1",503.53,457.31,480.42
"11046","30ECB0028R2",557.16,462.98,510.07
"11047","30ECB0029Q1",576.4,379.09,477.745
"11048","30ECB0030F1",488.78,395.56,442.17
"11049","30ECB0031E2",470.06,390.07,430.065
"11050","30ECB0032D1",497.8,378.9,438.35
"11051","30ECB0032D2",485.37,468.54,476.955
"11052","30ECB0033C2",513.49,417.18,465.335
"11053","30ECB0034B1",538.61,430.93,484.77
"11054","30ECB0034B2",510.54,397.16,453.85
"11055","30ECB0035A1",614.23,550.67,582.45
"11056","30ECB0035A2",592.44,515.88,554.16
"11057","30ECB0036Z1",506.4,382.76,444.58
"11058","30ECB0037Z1",533.45,415.91,474.68
"11059","30ECB0037Z2",473.18,390.64,431.91
"11060","30ECB0038Y1",521.65,332.36,427.005
"11061","30ECB0039X1",513.26,329.41,421.335
"11062","30ECB0040M1",523.04,448.07,485.555
"11063","30ECB0041L1",506.79,378.81,442.8
"11064","30ECB0042K1",587.99,495.62,541.805
"11065","30ECB0042K2",501.39,392.62,447.005
"11066","30ECB0043J1",581.75,489.04,535.395
"11067","30ECB0044I1",514.27,435.49,474.88
"11068","30ECB0045H1",433.1,334.21,383.655
"11069","30ECB0046G1",552.65,422.39,487.52
"11070","30ECB0047F1",497.46,351.84,424.65
"11071","30ECB0048E1",540.45,379.11,459.78
"11072","30ECB0049D1",518.47,400.14,459.305
"11073","30ECB0050T1",556.56,418.11,487.335
"11074","30ECB0051S1",506.02,339.06,422.54
"11075","30ECB0052R1",544.56,449.53,497.045
"11076","30ECB0053Q2",462.9,332.67,397.785
"11077","30ECB0054P2",509.92,366.79,438.355
"11078","30ECB0055O1",534.52,445.64,490.08
"11079","30EET0010F1",512.64,358.47,435.555
"11080","30EET0011E2",523.44,377.95,450.695
"11081","30EET0012D2",533.47,378,455.735
"11082","30EET0013C1",548.85,338.62,443.735
"11083","30EET0014B2",588.31,353.09,470.7
"11084","30EET0017Z1",459.12,302.68,380.9
"11085","30EMS0001R1",484.34,431.72,458.03
"11086","30ETC0001Z1",570.19,488.64,529.415
"11087","30ETC0002Z1",594.61,570.61,582.61
"11088","30ETC0003Y1",560.99,548.77,554.88
"11089","30ETC0004X1",562.02,589.9,575.96
"11090","30ETC0005W1",598.97,572.15,585.56
"11091","30ETC0006V1",484.21,374.08,429.145
"11092","30ETC0007U1",483.24,389.43,436.335
"11093","30ETC0008T1",526.24,423.73,474.985
"11094","30ETC0009S1",507.58,444.88,476.23
"11095","30ETC0009S2",538.58,415.54,477.06
"11096","30ETC0010H1",476.69,407.56,442.125
"11097","30ETC0012F1",531.64,418.78,475.21
"11098","30ETC0013E1",484.18,397.22,440.7
"11099","30ETC0014D1",498.28,402,450.14
"11100","30ETC0015C1",562.54,477.12,519.83
"11101","30ETC0016B2",451.76,400.19,425.975
"11102","30ETC0017A1",561.55,400.2,480.875
"11103","30ETH0001V2",530.98,412.54,471.76
"11104","30ETH0002U2",414.11,351.03,382.57
"11105","30ETH0003T2",480.15,406.88,443.515
"11106","30ETH0004S2",466.79,386.17,426.48
"11107","30ETH0006Q2",552,411.26,481.63
"11108","30ETH0007P2",452.33,330.57,391.45
"11109","30ETH0008O2",455.43,282.36,368.895
"11110","30ETH0009N2",499.49,393.87,446.68
"11111","30ETH0010C2",497.99,327.78,412.885
"11112","30ETH0011B2",435.79,335.01,385.4
"11113","30ETH0012A2",466.75,366.81,416.78
"11114","30ETH0013Z2",466.79,302.89,384.84
"11115","30ETH0014Z2",458.19,294.73,376.46
"11116","30ETH0015Y2",516.82,366.83,441.825
"11117","30ETH0016X2",477.26,315.13,396.195
"11118","30ETH0017W2",575.45,499.62,537.535
"11119","30ETH0018V2",502.07,376.62,439.345
"11120","30ETH0019U2",385.13,257.2,321.165
"11121","30ETH0020J2",463.07,322.36,392.715
"11122","30ETH0021I2",471.56,338.23,404.895
"11123","30ETH0022H2",547.73,414.48,481.105
"11124","30ETH0023G2",420.2,240.05,330.125
"11125","30ETH0024F2",497.39,355.34,426.365
"11126","30ETH0025E2",454.1,339.79,396.945
"11127","30ETH0026D2",433.52,311.21,372.365
"11128","30ETH0027C2",533.48,362.09,447.785
"11129","30ETH0028B2",466.84,367.87,417.355
"11130","30ETH0029A2",440.65,304.84,372.745
"11131","30ETH0030Q2",483.61,345.79,414.7
"11132","30ETH0031P2",430.42,208.09,319.255
"11133","30ETH0032O2",484.53,413.53,449.03
"11134","30ETH0033N1",397.73,338.21,367.97
"11135","30ETH0034M2",491.9,426.24,459.07
"11136","30ETH0035L2",394.09,224.27,309.18
"11137","30ETH0036K2",400.17,297.9,349.035
"11138","30ETH0037J2",466.8,324.34,395.57
"11139","30ETH0038I2",475.57,354.53,415.05
"11140","30ETH0039H2",374.5,299.24,336.87
"11141","30ETH0040X2",414.76,314.69,364.725
"11142","30ETH0041W2",454.71,301.12,377.915
"11143","30ETH0042V2",411.88,380.53,396.205
"11144","30ETH0043U2",460.15,226.7,343.425
"11145","30ETH0044T2",479.67,354.35,417.01
"11146","30ETH0045S2",482.94,321.3,402.12
"11147","30ETH0046R2",431.02,339.96,385.49
"11148","30ETH0047Q2",443.07,324.57,383.82
"11149","30ETH0049O2",511.28,326,418.64
"11150","30ETH0050D2",295.33,263.57,279.45
"11151","30ETH0051C2",446.69,401.41,424.05
"11152","30ETH0053A2",397.65,318.6,358.125
"11153","30ETH0054Z2",409.36,255.45,332.405
"11154","30ETH0055Z2",349.61,357.7,353.655
"11155","30ETH0056Y2",433.49,316.79,375.14
"11156","30ETH0057X2",554.75,429.48,492.115
"11157","30ETH0058W2",458.15,323.06,390.605
"11158","30ETH0059V2",396.12,309.44,352.78
"11159","30ETH0060K2",469.53,333.45,401.49
"11160","30ETH0061J2",501.1,356.34,428.72
"11161","30ETH0062I2",538.2,409.68,473.94
"11162","30ETH0063H2",308.44,250.06,279.25
"11163","30ETH0064G2",419.48,303.35,361.415
"11164","30ETH0065F2",389.4,283.95,336.675
"11165","30ETH0066E2",533.46,422.39,477.925
"11166","30ETH0067D2",591.23,520.15,555.69
"11167","30ETH0068C2",511.17,311.22,411.195
"11168","30ETH0069B2",439.22,361.07,400.145
"11169","30ETH0070R2",482.17,364.27,423.22
"11170","30ETH0071Q2",569.81,495.61,532.71
"11171","30ETH0072P2",466.8,373.45,420.125
"11172","30ETH0073O2",500.15,286.75,393.45
"11173","30ETH0074N2",466.81,316.75,391.78
"11174","30ETH0075M2",477.28,307.31,392.295
"11175","30ETH0076L2",469.66,387.4,428.53
"11176","30ETH0077K2",524.78,360.51,442.645
"11177","30ETH0078J2",386.8,293.45,340.125
"11178","30ETH0079I2",484.56,362.34,423.45
"11179","30ETH0080Y2",563.68,503.18,533.43
"11180","30ETH0081X2",529.98,469.23,499.605
"11181","30ETH0082W2",537.37,516.52,526.945
"11182","30ETH0083V2",547.71,500.16,523.935
"11183","30ETH0084U2",461.7,371.94,416.82
"11184","30ETH0085T2",573.35,480.2,526.775
"11185","30ETH0086S2",471.36,354.16,412.76
"11186","30ETH0087R2",409.61,376.36,392.985
"11187","30ETH0088Q2",462.77,402.2,432.485
"11188","30ETH0089P2",502.37,440.13,471.25
"11189","30ETH0090E2",555.67,409.05,482.36
"11190","30ETH0091D2",470.3,319.41,394.855
"11191","30ETH0092C2",530.37,390.95,460.66
"11192","30ETH0093B2",389.04,266.75,327.895
"11193","30ETH0094A2",425.45,305.86,365.655
"11194","30ETH0095Z2",391.22,289,340.11
"11195","30ETH0096Z2",562,371.62,466.81
"11196","30ETH0097Y2",542.98,511.29,527.135
"11197","30ETH0098X2",527,363.6,445.3
"11198","30ETH0099W2",444.62,373.48,409.05
"11199","30ETH0101U2",489,462.4,475.7
"11200","30ETH0105Q2",517.6,377.93,447.765
"11201","30ETH0106P2",333.35,302.06,317.705
"11202","30ETH0107O2",497.62,333.46,415.54
"11203","30ETH0108N2",629.67,540.92,585.295
"11204","30ETH0109M2",479,357.73,418.365
"11205","30ETH0110B2",533.42,413.52,473.47
"11206","30ETH0111A2",274.15,298.85,286.5
"11207","30ETH0112Z2",400.15,298.87,349.51
"11208","30ETH0113Z2",459.8,407.21,433.505
"11209","30ETH0114Y2",479.55,308,393.775
"11210","30ETH0115X2",400.17,289,344.585
"11211","30ETH0116W2",523.96,362.07,443.015
"11212","30ETH0117V2",442.55,289,365.775
"11213","30ETH0118U2",499,416.21,457.605
"11214","30ETH0119T2",566.75,333.5,450.125
"11215","30ETH0120I2",493.48,320.1,406.79
"11216","30ETH0121H2",381.55,355.34,368.445
"11217","30ETH0122G2",416.88,400.22,408.55
"11218","30ETH0123F2",480.1,333.5,406.8
"11219","30ETH0124E2",423.57,290.19,356.88
"11220","30ETH0125D1",422.5,266.67,344.585
"11221","30ETH0125D2",521.97,430.03,476
"11222","30ETH0126C2",574.48,369.4,471.94
"11223","30ETH0127B2",470.86,373.89,422.375
"11224","30ETH0128A2",512.32,411.55,461.935
"11225","30ETH0129Z2",462.07,523.88,492.975
"11226","30ETH0130P2",423.44,335.08,379.26
"11227","30ETH0131O2",584.41,560.94,572.675
"11228","30ETH0132N2",514.43,486.04,500.235
"11229","30ETH0133M2",333.41,246.43,289.92
"11230","30ETH0134L2",552.61,428.51,490.56
"11231","30ETH0135K2",497.26,441.11,469.185
"11232","30ETH0136J2",493.51,687.79,590.65
"11233","30ETH0137I2",388.34,254.97,321.655
"11234","30ETH0138H2",457.79,328.92,393.355
"11235","30ETH0139G2",412.59,316.78,364.685
"11236","30ETH0140W2",431.51,372.69,402.1
"11237","30ETH0141V2",457.93,271.2,364.565
"11238","30ETH0142U2",366.88,233.38,300.13
"11239","30ETH0143T2",466.93,295.36,381.145
"11240","30ETH0144S2",503.2,333.45,418.325
"11241","30ETH0145R2",401.6,354.22,377.91
"11242","30ETH0146Q2",533.39,409.71,471.55
"11243","30ETH0147P2",446.13,274.16,360.145
"11244","30ETH0148O2",396.18,302.06,349.12
"11245","30ETH0149N2",403.63,280.79,342.21
"11246","30ETH0150C2",469.14,317.23,393.185
"11247","30ETH0151B2",558.45,416.89,487.67
"11248","30ETH0152A2",550.19,444.65,497.42
"11249","30ETH0153Z2",518.08,389.92,454
"11250","30ETH0154Z2",357.73,309.18,333.455
"11251","30ETH0155Y2",487.05,350.88,418.965
"11252","30ETH0156X2",473.82,354.47,414.145
"11253","30ETH0157W2",528.38,323.15,425.765
"11254","30ETH0158V2",504.86,409.79,457.325
"11255","30ETH0159U2",477.74,385.94,431.84
"11256","30ETH0160J2",518.12,282.15,400.135
"11257","30ETH0161I2",538.22,497.78,518
"11258","30ETH0162H2",453.98,353.98,403.98
"11259","30ETH0163G2",421.06,318.19,369.625
"11260","30ETH0164F2",471.51,358.58,415.045
"11261","30ETH0165E2",445.98,300.08,373.03
"11262","30ETH0166D2",520.2,354.8,437.5
"11263","30ETH0167C2",460.26,366.24,413.25
"11264","30ETH0168B2",513.49,426.81,470.15
"11265","30ETH0169A2",422.33,363.12,392.725
"11266","30ETH0170Q2",491.02,345.64,418.33
"11267","30ETH0171P2",526.66,398.84,462.75
"11268","30ETH0172O1",545.1,422.41,483.755
"11269","30ETH0173N2",537.66,422.97,480.315
"11270","30ETH0174M2",548.85,410.46,479.655
"11271","30ETH0175L2",561.59,434.23,497.91
"11272","30ETH0176K2",437.52,376.15,406.835
"11273","30ETH0177J2",455.13,443.59,449.36
"11274","30ETH0178I2",455.27,336.02,395.645
"11275","30ETH0179H2",543.29,455.91,499.6
"11276","30ETH0180X2",522.34,350.15,436.245
"11277","30ETH0181W2",479.73,299.03,389.38
"11278","30ETH0182V2",507.81,379.62,443.715
"11279","30ETH0183U2",466.86,300.08,383.47
"11280","30ETH0184T2",555.63,533.5,544.565
"11281","30ETH0185S2",447.76,314.43,381.095
"11282","30ETH0186R2",429.27,262.56,345.915
"11283","30ETH0187Q2",411.25,344.56,377.905
"11284","30ETH0188P2",505.65,377.92,441.785
"11285","30ETH0189O2",400.14,257.21,328.675
"11286","30ETH0190D2",511.25,394.62,452.935
"11287","30ETH0191C2",403.83,411.31,407.57
"11288","30ETH0192B2",525.09,408.47,466.78
"11289","30ETH0193A2",461.65,323.23,392.44
"11290","30ETH0194Z1",647.7,466.93,557.315
"11291","30ETH0195Z2",469.98,364.48,417.23
"11292","30ETH0196Y2",554.34,386.87,470.605
"11293","30ETH0197X2",581.05,466.86,523.955
"11294","30ETH0198W2",376.34,228.61,302.475
"11295","30ETH0199V2",547.73,395.38,471.555
"11296","30ETH0200U2",600,723.96,661.98
"11297","30ETH0201T2",448.78,308.19,378.485
"11298","30ETH0202S2",445.12,348.94,397.03
"11299","30ETH0203R2",428.71,409.71,419.21
"11300","30ETH0204Q2",478.54,321.75,400.145
"11301","30ETH0205P2",435.1,339.79,387.445
"11302","30ETH0206O2",466.77,369.42,418.095
"11303","30ETH0207N2",523.93,454.19,489.06
"11304","30ETH0208M2",469.56,341.83,405.695
"11305","30ETH0209L2",452.82,452.84,452.83
"11306","30ETH0210A2",570.88,525.12,548
"11307","30ETH0211Z2",539.97,435.46,487.715
"11308","30ETH0212Z2",487.29,389.88,438.585
"11309","30ETH0213Y2",477.92,466.88,472.4
"11310","30ETH0214X2",475.16,408.53,441.845
"11311","30ETH0215W2",434.8,312.12,373.46
"11312","30ETH0216V2",445.79,403.74,424.765
"11313","30ETH0217U2",518.84,489.59,504.215
"11314","30ETH0218T2",533.47,466.85,500.16
"11315","30ETH0219S2",600.06,540.89,570.475
"11316","30ETH0220H2",466.84,350.12,408.48
"11317","30ETH0221G2",448.12,320.11,384.115
"11318","30ETH0222F2",489.55,353,421.275
"11319","30ETH0223E2",550.12,429.33,489.725
"11320","30ETH0224D2",416.24,333.46,374.85
"11321","30ETH0225C2",493.52,280.1,386.81
"11322","30ETH0226B2",306.7,306.8,306.75
"11323","30ETH0227A2",477.07,401.17,439.12
"11324","30ETH0228Z2",477.73,390.3,434.015
"11325","30ETH0229Z2",513.48,340.15,426.815
"11326","30ETH0230O2",491,369.82,430.41
"11327","30ETH0231N2",461.88,350.74,406.31
"11328","30ETH0232M2",456.91,481.7,469.305
"11329","30ETH0233L2",415.95,314.38,365.165
"11330","30ETH0234K2",470.09,339.99,405.04
"11331","30ETH0235J2",466.83,355.67,411.25
"11332","30ETH0236I2",422.37,251.52,336.945
"11333","30ETH0237H2",383.5,283.44,333.47
"11334","30ETH0238G2",466.82,472.89,469.855
"11335","30ETH0239F2",440.15,326.8,383.475
"11336","30ETH0240V2",579.62,323.23,451.425
"11337","30ETH0241U2",551.25,493.5,522.375
"11338","30ETH0242T2",289.87,232.69,261.28
"11339","30ETH0243S1",432.12,336.09,384.105
"11340","30ETH0244R2",549.66,502.93,526.295
"11341","30ETH0245Q1",470.51,414.94,442.725
"11342","30ETH0246P2",459.79,375.63,417.71
"11343","30ETH0248N2",522.33,377.92,450.125
"11344","30ETH0249M2",484.6,324.53,404.565
"11345","30ETH0250B2",470.64,322.03,396.335
"11346","30ETH0251A2",466.78,370.25,418.515
"11347","30ETH0252Z2",478.91,381.98,430.445
"11348","30ETH0253Z2",353.59,305.75,329.67
"11349","30ETH0254Y2",489.06,327.88,408.47
"11350","30ETH0255X2",451.15,341.32,396.235
"11351","30ETH0256W2",418.78,397.48,408.13
"11352","30ETH0257V2",555.67,522.42,539.045
"11353","30ETH0258U2",509.27,363.82,436.545
"11354","30ETH0259T2",422.33,314.36,368.345
"11355","30ETH0260I2",520.2,306.8,413.5
"11356","30ETH0261H2",379.11,301.87,340.49
"11357","30ETH0262G2",460.76,369.84,415.3
"11358","30ETH0263F2",487.32,319.77,403.545
"11359","30ETH0264E2",470.75,317.74,394.245
"11360","30ETH0265D2",500.14,309.61,404.875
"11361","30ETH0266C2",418.3,280.91,349.605
"11362","30ETH0267B2",408,313.82,360.91
"11363","30ETH0268A2",466.81,377.96,422.385
"11364","30ETH0269Z2",622.29,544.58,583.435
"11365","30ETH0270P2",448.98,297.9,373.44
"11366","30ETH0271O2",464.05,350.15,407.1
"11367","30ETH0272N2",600.1,579.6,589.85
"11368","30ETH0273M2",500.08,455.71,477.895
"11369","30ETH0274L2",437.56,349.71,393.635
"11370","30ETH0275K2",488.14,349.5,418.82
"11371","30ETH0276J2",492.61,458.23,475.42
"11372","30ETH0277I2",516.79,361.27,439.03
"11373","30ETH0278H2",508.5,308.38,408.44
"11374","30ETH0280W2",382.63,284.32,333.475
"11375","30ETH0281V2",310.1,283.43,296.765
"11376","30ETH0282U2",392.12,296.08,344.1
"11377","30ETH0283T1",460.43,371.57,416
"11378","30ETH0284S2",422.33,444.67,433.5
"11379","30ETH0285R2",410.35,297.5,353.925
"11380","30ETH0286Q2",372.19,307.65,339.92
"11381","30ETH0287P2",511.22,326.06,418.64
"11382","30ETH0288O2",462.61,341.78,402.195
"11383","30ETH0289N2",443.91,352.5,398.205
"11384","30ETH0290C2",472.02,348.81,410.415
"11385","30ETH0291B2",513.85,419.82,466.835
"11386","30ETH0292A2",447.79,333.45,390.62
"11387","30ETH0293Z2",489.02,305.65,397.335
"11388","30ETH0294Z2",361.17,244.5,302.835
"11389","30ETH0296X2",533.38,389.08,461.23
"11390","30ETH0297W2",476.7,368.07,422.385
"11391","30ETH0298V2",416.88,233.38,325.13
"11392","30ETH0299U2",387.42,304.88,346.15
"11393","30ETH0300T2",407.54,358.15,382.845
"11394","30ETH0301S2",416.79,272.29,344.54
"11395","30ETH0302R2",546.75,426.85,486.8
"11396","30ETH0303Q2",466.89,414.97,440.93
"11397","30ETH0304P2",490.47,309.77,400.12
"11398","30ETH0305O2",422.38,252.58,337.48
"11399","30ETH0306N2",529.87,452.87,491.37
"11400","30ETH0307M2",452.52,328.71,390.615
"11401","30ETH0308L2",429.83,274.17,352
"11402","30ETH0309K2",434.92,272.54,353.73
"11403","30ETH0310Z2",466.92,374.54,420.73
"11404","30ETH0311Z2",592.03,422.39,507.21
"11405","30ETH0312Y2",449.28,301.87,375.575
"11406","30ETH0313X2",507.81,328.33,418.07
"11407","30ETH0314W2",444.56,407.56,426.06
"11408","30ETH0315V1",330.03,268.44,299.235
"11409","30ETH0316U2",492.9,376.96,434.93
"11410","30ETH0317T2",426.12,290.49,358.305
"11411","30ETH0318S2",518.5,355.26,436.88
"11412","30ETH0319R2",323.93,257.21,290.57
"11413","30ETH0320G2",530,431.74,480.87
"11414","30ETH0321F2",374.46,323.15,348.805
"11415","30ETH0322E2",504.93,562.07,533.5
"11416","30ETH0323D2",400.17,244.5,322.335
"11417","30ETH0324C2",454.14,314.43,384.285
"11418","30ETH0325B2",544.5,333.5,439
"11419","30ETH0326A2",553.06,427.62,490.34
"11420","30ETH0327Z2",433.5,266.75,350.125
"11421","30ETH0328Z2",472.83,369.86,421.345
"11422","30ETH0329Y2",451.97,370.5,411.235
"11423","30ETH0330N2",600.09,491.07,545.58
"11424","30ETH0331M2",551.73,430.5,491.115
"11425","30ETH0332L2",433.5,283.44,358.47
"11426","30ETH0333K2",486.52,382.81,434.665
"11427","30ETH0334J2",520.1,360.13,440.115
